model,subject,sim_within_subject,trial,choice
wsls,102,4,22,0
repetition,102,4,23,1
wsls,102,4,23,0
repetition,102,4,24,1
wsls,102,4,24,0
repetition,102,4,25,1
wsls,102,4,25,1
repetition,102,4,26,1
wsls,102,4,26,0
repetition,102,4,27,1
wsls,102,4,27,0
repetition,102,4,28,1
wsls,102,4,28,0
repetition,102,4,29,1
wsls,102,4,29,0
repetition,102,4,30,1
wsls,102,4,30,1
repetition,102,4,31,1
wsls,102,4,31,0
repetition,102,4,32,1
wsls,102,4,32,1
repetition,102,4,33,1
wsls,102,4,33,0
repetition,102,4,34,1
wsls,102,4,34,1
repetition,102,4,35,1
wsls,102,4,35,1
repetition,102,4,36,1
wsls,102,4,36,1
repetition,102,4,37,1
wsls,102,4,37,0
repetition,102,4,38,1
wsls,102,4,38,1
repetition,102,4,39,1
wsls,102,4,39,1
repetition,102,4,40,1
wsls,102,4,40,1
repetition,102,4,41,1
wsls,102,4,41,0
repetition,102,4,42,1
wsls,102,4,42,0
repetition,102,4,43,1
wsls,102,4,43,1
repetition,102,4,44,1
wsls,102,4,44,1
repetition,102,4,45,1
wsls,102,4,45,0
repetition,102,4,46,1
wsls,102,4,46,0
repetition,102,4,47,1
wsls,102,4,47,1
repetition,102,4,48,1
wsls,102,4,48,0
repetition,102,4,49,1
wsls,102,4,49,1
repetition,102,4,50,1
wsls,102,4,50,0
repetition,102,4,51,1
wsls,102,4,51,1
repetition,102,4,52,1
wsls,102,4,52,0
repetition,102,4,53,1
wsls,102,4,53,1
repetition,102,4,54,1
wsls,102,4,54,1
repetition,102,4,55,1
wsls,102,4,55,0
repetition,102,4,56,1
wsls,102,4,56,1
repetition,102,4,57,1
wsls,102,4,57,0
repetition,102,4,58,1
wsls,102,4,58,1
repetition,102,4,59,1
wsls,102,4,59,0
repetition,102,4,60,1
wsls,102,4,60,0
repetition,102,4,61,1
wsls,102,4,61,0
repetition,102,4,62,1
wsls,102,4,62,1
repetition,102,4,63,1
wsls,102,4,63,0
repetition,102,4,64,1
wsls,102,4,64,0
repetition,102,4,65,1
wsls,102,4,65,0
repetition,102,4,66,1
wsls,102,4,66,1
repetition,102,4,67,1
wsls,102,4,67,1
repetition,102,4,68,1
wsls,102,4,68,1
repetition,102,4,69,1
wsls,102,4,69,1
repetition,102,4,70,1
wsls,102,4,70,0
repetition,102,4,71,1
wsls,102,4,71,0
repetition,102,4,72,1
wsls,102,4,72,0
repetition,102,4,73,1
wsls,102,4,73,0
repetition,102,4,74,1
wsls,102,4,74,1
repetition,102,4,75,1
wsls,102,4,75,0
repetition,102,4,76,1
wsls,102,4,76,0
repetition,102,4,77,1
wsls,102,4,77,1
repetition,102,4,78,1
wsls,102,4,78,0
repetition,102,4,79,1
wsls,102,4,79,0
repetition,102,4,80,1
wsls,102,4,80,0
repetition,102,4,81,1
wsls,102,4,81,0
repetition,102,4,82,1
wsls,102,4,82,0
repetition,102,4,83,1
wsls,102,4,83,0
repetition,102,4,84,1
wsls,102,4,84,0
repetition,102,4,85,1
wsls,102,4,85,0
repetition,102,4,86,1
wsls,102,4,86,1
repetition,102,4,87,1
wsls,102,4,87,1
repetition,102,4,88,1
wsls,102,4,88,0
repetition,102,4,89,1
wsls,102,4,89,1
repetition,102,4,90,1
wsls,102,4,90,1
repetition,102,4,91,1
wsls,102,4,91,0
repetition,102,4,92,1
wsls,102,4,92,0
repetition,102,4,93,1
wsls,102,4,93,1
repetition,102,4,94,1
wsls,102,4,94,0
repetition,102,4,95,1
wsls,102,4,95,1
repetition,102,4,96,1
wsls,102,4,96,1
repetition,102,4,97,0
wsls,102,4,97,0
repetition,102,4,98,0
wsls,102,4,98,1
repetition,102,4,99,0
wsls,102,4,99,0
repetition,102,4,100,0
wsls,102,4,100,0
repetition,102,4,101,0
wsls,102,4,101,0
repetition,102,4,102,0
wsls,102,4,102,0
repetition,102,4,103,0
wsls,102,4,103,0
repetition,102,4,104,0
wsls,102,4,104,0
repetition,102,4,105,0
wsls,102,4,105,0
repetition,102,4,106,0
wsls,102,4,106,1
repetition,102,4,107,0
wsls,102,4,107,1
repetition,102,4,108,0
wsls,102,4,108,1
repetition,102,4,109,0
wsls,102,4,109,0
repetition,102,4,110,0
wsls,102,4,110,0
repetition,102,4,111,0
wsls,102,4,111,1
repetition,102,4,112,0
wsls,102,4,112,0
repetition,102,4,113,0
wsls,102,4,113,0
repetition,102,4,114,0
wsls,102,4,114,1
repetition,102,4,115,0
wsls,102,4,115,1
repetition,102,4,116,0
wsls,102,4,116,1
repetition,102,4,117,0
wsls,102,4,117,1
repetition,102,4,118,0
wsls,102,4,118,0
repetition,102,4,119,0
wsls,102,4,119,1
repetition,102,4,120,0
wsls,102,4,120,0
repetition,102,4,121,0
wsls,102,4,121,1
repetition,102,4,122,0
wsls,102,4,122,1
repetition,102,4,123,0
wsls,102,4,123,0
repetition,102,4,124,0
wsls,102,4,124,1
repetition,102,4,125,0
wsls,102,4,125,0
repetition,102,4,126,0
wsls,102,4,126,1
repetition,102,4,127,0
wsls,102,4,127,0
repetition,102,4,128,0
wsls,102,4,128,0
repetition,102,4,129,0
wsls,102,4,129,1
repetition,102,4,130,0
wsls,102,4,130,0
repetition,102,4,131,0
wsls,102,4,131,0
repetition,102,4,132,0
wsls,102,4,132,0
repetition,102,4,133,0
wsls,102,4,133,0
repetition,102,4,134,0
wsls,102,4,134,1
repetition,102,4,135,0
wsls,102,4,135,1
repetition,102,4,136,0
wsls,102,4,136,1
repetition,102,4,137,0
wsls,102,4,137,0
repetition,102,4,138,0
wsls,102,4,138,0
repetition,102,4,139,0
wsls,102,4,139,1
repetition,102,4,140,0
wsls,102,4,140,1
repetition,102,5,1,1
wsls,102,5,1,1
repetition,102,5,2,1
wsls,102,5,2,1
repetition,102,5,3,1
wsls,102,5,3,1
repetition,102,5,4,1
wsls,102,5,4,1
repetition,102,5,5,1
wsls,102,5,5,0
repetition,102,5,6,1
wsls,102,5,6,1
repetition,102,5,7,1
wsls,102,5,7,1
repetition,102,5,8,1
wsls,102,5,8,0
repetition,102,5,9,1
wsls,102,5,9,1
repetition,102,5,10,1
wsls,102,5,10,0
repetition,102,5,11,1
wsls,102,5,11,1
repetition,102,5,12,1
wsls,102,5,12,0
repetition,102,5,13,1
wsls,102,5,13,1
repetition,102,5,14,1
wsls,102,5,14,1
repetition,102,5,15,1
wsls,102,5,15,1
repetition,102,5,16,1
wsls,102,5,16,1
repetition,102,5,17,1
wsls,102,5,17,1
repetition,102,5,18,1
wsls,102,5,18,0
repetition,102,5,19,1
wsls,102,5,19,1
repetition,102,5,20,1
wsls,102,5,20,0
repetition,102,5,21,1
wsls,102,5,21,1
repetition,102,5,22,1
wsls,102,5,22,0
repetition,102,5,23,1
wsls,102,5,23,0
repetition,102,5,24,1
wsls,102,5,24,1
repetition,102,5,25,1
wsls,102,5,25,0
repetition,102,5,26,0
wsls,102,5,26,0
repetition,102,5,27,0
wsls,102,5,27,0
repetition,102,5,28,0
wsls,102,5,28,1
repetition,102,5,29,0
wsls,102,5,29,0
repetition,102,5,30,0
wsls,102,5,30,0
repetition,102,5,31,0
wsls,102,5,31,0
repetition,102,5,32,0
wsls,102,5,32,1
repetition,102,5,33,0
wsls,102,5,33,1
repetition,102,5,34,0
wsls,102,5,34,0
repetition,102,5,35,0
wsls,102,5,35,1
repetition,102,5,36,0
wsls,102,5,36,1
repetition,102,5,37,0
wsls,102,5,37,1
repetition,102,5,38,0
wsls,102,5,38,0
repetition,102,5,39,0
wsls,102,5,39,1
repetition,102,5,40,0
wsls,102,5,40,0
repetition,102,5,41,0
wsls,102,5,41,0
repetition,102,5,42,0
wsls,102,5,42,1
repetition,102,5,43,0
wsls,102,5,43,0
repetition,102,5,44,0
wsls,102,5,44,0
repetition,102,5,45,0
wsls,102,5,45,1
repetition,102,5,46,0
wsls,102,5,46,1
repetition,102,5,47,0
wsls,102,5,47,0
repetition,102,5,48,0
wsls,102,5,48,1
repetition,102,5,49,0
wsls,102,5,49,0
repetition,102,5,50,0
wsls,102,5,50,1
repetition,102,5,51,0
wsls,102,5,51,0
repetition,102,5,52,0
wsls,102,5,52,1
repetition,102,5,53,0
wsls,102,5,53,1
repetition,102,5,54,0
wsls,102,5,54,0
repetition,102,5,55,0
wsls,102,5,55,1
repetition,102,5,56,0
wsls,102,5,56,1
repetition,102,5,57,0
wsls,102,5,57,0
repetition,102,5,58,0
wsls,102,5,58,1
repetition,102,5,59,0
wsls,102,5,59,1
repetition,102,5,60,0
wsls,102,5,60,0
repetition,102,5,61,0
wsls,102,5,61,1
repetition,102,5,62,0
wsls,102,5,62,0
repetition,102,5,63,0
wsls,102,5,63,0
repetition,102,5,64,0
wsls,102,5,64,0
repetition,102,5,65,0
wsls,102,5,65,1
repetition,102,5,66,0
wsls,102,5,66,0
repetition,102,5,67,0
wsls,102,5,67,0
repetition,102,5,68,0
wsls,102,5,68,0
repetition,102,5,69,0
wsls,102,5,69,0
repetition,102,5,70,0
wsls,102,5,70,1
repetition,102,5,71,0
wsls,102,5,71,0
repetition,102,5,72,0
wsls,102,5,72,0
repetition,102,5,73,0
wsls,102,5,73,1
repetition,102,5,74,0
wsls,102,5,74,1
repetition,102,5,75,0
wsls,102,5,75,0
repetition,102,5,76,0
wsls,102,5,76,1
repetition,102,5,77,0
wsls,102,5,77,1
repetition,102,5,78,0
wsls,102,5,78,0
repetition,102,5,79,0
wsls,102,5,79,1
repetition,102,5,80,0
wsls,102,5,80,1
repetition,102,5,81,0
wsls,102,5,81,1
repetition,102,5,82,0
wsls,102,5,82,0
repetition,102,5,83,0
wsls,102,5,83,1
repetition,102,5,84,0
wsls,102,5,84,0
repetition,102,5,85,0
wsls,102,5,85,1
repetition,102,5,86,0
wsls,102,5,86,1
repetition,102,5,87,0
wsls,102,5,87,1
repetition,102,5,88,0
wsls,102,5,88,1
repetition,102,5,89,0
wsls,102,5,89,1
repetition,102,5,90,0
wsls,102,5,90,0
repetition,102,5,91,0
wsls,102,5,91,1
repetition,102,5,92,0
wsls,102,5,92,0
repetition,102,5,93,0
wsls,102,5,93,1
repetition,102,5,94,0
wsls,102,5,94,1
repetition,102,5,95,1
wsls,102,5,95,0
repetition,102,5,96,1
wsls,102,5,96,0
repetition,102,5,97,1
wsls,102,5,97,0
repetition,102,5,98,1
wsls,102,5,98,0
repetition,102,5,99,1
wsls,102,5,99,1
repetition,102,5,100,1
wsls,102,5,100,1
repetition,102,5,101,1
wsls,102,5,101,0
repetition,102,5,102,1
wsls,102,5,102,0
repetition,102,5,103,1
wsls,102,5,103,1
repetition,102,5,104,1
wsls,102,5,104,1
repetition,102,5,105,1
wsls,102,5,105,0
repetition,102,5,106,1
wsls,102,5,106,0
repetition,102,5,107,1
wsls,102,5,107,0
repetition,102,5,108,1
wsls,102,5,108,0
repetition,102,5,109,1
wsls,102,5,109,1
repetition,102,5,110,1
wsls,102,5,110,1
repetition,102,5,111,1
wsls,102,5,111,0
repetition,102,5,112,1
wsls,102,5,112,1
repetition,102,5,113,1
wsls,102,5,113,1
repetition,102,5,114,1
wsls,102,5,114,0
repetition,102,5,115,1
wsls,102,5,115,1
repetition,102,5,116,1
wsls,102,5,116,0
repetition,102,5,117,1
wsls,102,5,117,0
repetition,102,5,118,1
wsls,102,5,118,1
repetition,102,5,119,1
wsls,102,5,119,1
repetition,102,5,120,1
wsls,102,5,120,1
repetition,102,5,121,1
wsls,102,5,121,1
repetition,102,5,122,1
wsls,102,5,122,1
repetition,102,5,123,1
wsls,102,5,123,0
repetition,102,5,124,1
wsls,102,5,124,0
repetition,102,5,125,1
wsls,102,5,125,0
repetition,102,5,126,1
wsls,102,5,126,1
repetition,102,5,127,1
wsls,102,5,127,0
repetition,102,5,128,1
wsls,102,5,128,0
repetition,102,5,129,1
wsls,102,5,129,1
repetition,102,5,130,1
wsls,102,5,130,0
repetition,102,5,131,1
wsls,102,5,131,0
repetition,102,5,132,1
wsls,102,5,132,0
repetition,102,5,133,1
wsls,102,5,133,1
repetition,102,5,134,1
wsls,102,5,134,0
repetition,102,5,135,1
wsls,102,5,135,0
repetition,102,5,136,1
wsls,102,5,136,0
repetition,102,5,137,1
wsls,102,5,137,0
repetition,102,5,138,1
wsls,102,5,138,1
repetition,102,5,139,1
wsls,102,5,139,0
repetition,102,5,140,1
wsls,102,5,140,1
repetition,102,6,1,1
wsls,102,6,1,0
repetition,102,6,2,1
wsls,102,6,2,0
repetition,102,6,3,1
wsls,102,6,3,1
repetition,102,6,4,1
wsls,102,6,4,0
repetition,102,6,5,1
wsls,102,6,5,1
repetition,102,6,6,0
wsls,102,6,6,1
repetition,102,6,7,0
wsls,102,6,7,0
repetition,102,6,8,0
wsls,102,6,8,1
repetition,102,6,9,0
wsls,102,6,9,1
repetition,102,6,10,0
wsls,102,6,10,0
repetition,102,6,11,0
wsls,102,6,11,0
repetition,102,6,12,0
wsls,102,6,12,1
repetition,102,6,13,0
wsls,102,6,13,0
repetition,102,6,14,0
wsls,102,6,14,1
repetition,102,6,15,0
wsls,102,6,15,0
repetition,102,6,16,0
wsls,102,6,16,1
repetition,102,6,17,0
wsls,102,6,17,0
repetition,102,6,18,0
wsls,102,6,18,0
repetition,102,6,19,0
wsls,102,6,19,0
repetition,102,6,20,0
wsls,102,6,20,1
repetition,102,6,21,0
wsls,102,6,21,1
repetition,102,6,22,0
wsls,102,6,22,0
repetition,102,6,23,0
wsls,102,6,23,0
repetition,102,6,24,0
wsls,102,6,24,0
repetition,102,6,25,0
wsls,102,6,25,0
repetition,102,6,26,0
wsls,102,6,26,1
repetition,102,6,27,0
wsls,102,6,27,1
repetition,102,6,28,0
wsls,102,6,28,1
repetition,102,6,29,0
wsls,102,6,29,0
repetition,102,6,30,0
wsls,102,6,30,0
repetition,102,6,31,0
wsls,102,6,31,1
repetition,102,6,32,0
wsls,102,6,32,1
repetition,102,6,33,0
wsls,102,6,33,1
repetition,102,6,34,0
wsls,102,6,34,0
repetition,102,6,35,0
wsls,102,6,35,1
repetition,102,6,36,0
wsls,102,6,36,1
repetition,102,6,37,0
wsls,102,6,37,0
repetition,102,6,38,0
wsls,102,6,38,1
repetition,102,6,39,0
wsls,102,6,39,1
repetition,102,6,40,0
wsls,102,6,40,1
repetition,102,6,41,0
wsls,102,6,41,0
repetition,102,6,42,0
wsls,102,6,42,1
repetition,102,6,43,0
wsls,102,6,43,0
repetition,102,6,44,0
wsls,102,6,44,0
repetition,102,6,45,0
wsls,102,6,45,1
repetition,102,6,46,0
wsls,102,6,46,1
repetition,102,6,47,0
wsls,102,6,47,0
repetition,102,6,48,0
wsls,102,6,48,0
repetition,102,6,49,0
wsls,102,6,49,0
repetition,102,6,50,0
wsls,102,6,50,0
repetition,102,6,51,0
wsls,102,6,51,1
repetition,102,6,52,0
wsls,102,6,52,0
repetition,102,6,53,0
wsls,102,6,53,0
repetition,102,6,54,0
wsls,102,6,54,1
repetition,102,6,55,0
wsls,102,6,55,0
repetition,102,6,56,0
wsls,102,6,56,1
repetition,102,6,57,0
wsls,102,6,57,0
repetition,102,6,58,0
wsls,102,6,58,1
repetition,102,6,59,0
wsls,102,6,59,1
repetition,102,6,60,0
wsls,102,6,60,1
repetition,102,6,61,0
wsls,102,6,61,1
repetition,102,6,62,0
wsls,102,6,62,1
repetition,102,6,63,0
wsls,102,6,63,0
repetition,102,6,64,0
wsls,102,6,64,0
repetition,102,6,65,0
wsls,102,6,65,1
repetition,102,6,66,0
wsls,102,6,66,1
repetition,102,6,67,0
wsls,102,6,67,1
repetition,102,6,68,0
wsls,102,6,68,1
repetition,102,6,69,0
wsls,102,6,69,1
repetition,102,6,70,0
wsls,102,6,70,0
repetition,102,6,71,0
wsls,102,6,71,0
repetition,102,6,72,0
wsls,102,6,72,0
repetition,102,6,73,0
wsls,102,6,73,1
repetition,102,6,74,0
wsls,102,6,74,0
repetition,102,6,75,0
wsls,102,6,75,1
repetition,102,6,76,0
wsls,102,6,76,0
repetition,102,6,77,0
wsls,102,6,77,0
repetition,102,6,78,0
wsls,102,6,78,1
repetition,102,6,79,0
wsls,102,6,79,1
repetition,102,6,80,0
wsls,102,6,80,0
repetition,102,6,81,0
wsls,102,6,81,1
repetition,102,6,82,0
wsls,102,6,82,1
repetition,102,6,83,0
wsls,102,6,83,0
repetition,102,6,84,0
wsls,102,6,84,1
repetition,102,6,85,0
wsls,102,6,85,0
repetition,102,6,86,0
wsls,102,6,86,0
repetition,102,6,87,0
wsls,102,6,87,0
repetition,102,6,88,0
wsls,102,6,88,0
repetition,102,6,89,0
wsls,102,6,89,0
repetition,102,6,90,0
wsls,102,6,90,0
repetition,102,6,91,0
wsls,102,6,91,1
repetition,102,6,92,0
wsls,102,6,92,1
repetition,102,6,93,0
wsls,102,6,93,1
repetition,102,6,94,0
wsls,102,6,94,0
repetition,102,6,95,0
wsls,102,6,95,1
repetition,102,6,96,0
wsls,102,6,96,1
repetition,102,6,97,0
wsls,102,6,97,1
repetition,102,6,98,0
wsls,102,6,98,1
repetition,102,6,99,0
wsls,102,6,99,1
repetition,102,6,100,0
wsls,102,6,100,0
repetition,102,6,101,0
wsls,102,6,101,0
repetition,102,6,102,0
wsls,102,6,102,0
repetition,102,6,103,0
wsls,102,6,103,1
repetition,102,6,104,0
wsls,102,6,104,0
repetition,102,6,105,0
wsls,102,6,105,0
repetition,102,6,106,0
wsls,102,6,106,0
repetition,102,6,107,0
wsls,102,6,107,0
repetition,102,6,108,0
wsls,102,6,108,0
repetition,102,6,109,0
wsls,102,6,109,0
repetition,102,6,110,0
wsls,102,6,110,0
repetition,102,6,111,0
wsls,102,6,111,1
repetition,102,6,112,0
wsls,102,6,112,1
repetition,102,6,113,0
wsls,102,6,113,1
repetition,102,6,114,0
wsls,102,6,114,0
repetition,102,6,115,0
wsls,102,6,115,1
repetition,102,6,116,0
wsls,102,6,116,1
repetition,102,6,117,0
wsls,102,6,117,0
repetition,102,6,118,0
wsls,102,6,118,0
repetition,102,6,119,0
wsls,102,6,119,1
repetition,102,6,120,0
wsls,102,6,120,1
repetition,102,6,121,0
wsls,102,6,121,1
repetition,102,6,122,0
wsls,102,6,122,1
repetition,102,6,123,0
wsls,102,6,123,0
repetition,102,6,124,0
wsls,102,6,124,0
repetition,102,6,125,0
wsls,102,6,125,0
repetition,102,6,126,0
wsls,102,6,126,1
repetition,102,6,127,0
wsls,102,6,127,1
repetition,102,6,128,0
wsls,102,6,128,0
repetition,102,6,129,0
wsls,102,6,129,0
repetition,102,6,130,0
wsls,102,6,130,1
repetition,102,6,131,0
wsls,102,6,131,1
repetition,102,6,132,0
wsls,102,6,132,1
repetition,102,6,133,0
wsls,102,6,133,1
repetition,102,6,134,0
wsls,102,6,134,1
repetition,102,6,135,0
wsls,102,6,135,1
repetition,102,6,136,0
wsls,102,6,136,1
repetition,102,6,137,0
wsls,102,6,137,0
repetition,102,6,138,0
wsls,102,6,138,1
repetition,102,6,139,0
wsls,102,6,139,1
repetition,102,6,140,0
wsls,102,6,140,1
repetition,102,7,1,0
wsls,102,7,1,1
repetition,102,7,2,0
wsls,102,7,2,0
repetition,102,7,3,0
wsls,102,7,3,0
repetition,102,7,4,0
wsls,102,7,4,1
repetition,102,7,5,0
wsls,102,7,5,1
repetition,102,7,6,0
wsls,102,7,6,0
repetition,102,7,7,0
wsls,102,7,7,0
repetition,102,7,8,0
wsls,102,7,8,0
repetition,102,7,9,0
wsls,102,7,9,0
repetition,102,7,10,0
wsls,102,7,10,1
repetition,102,7,11,0
wsls,102,7,11,0
repetition,102,7,12,0
wsls,102,7,12,0
repetition,102,7,13,0
wsls,102,7,13,1
repetition,102,7,14,0
wsls,102,7,14,1
repetition,102,7,15,0
wsls,102,7,15,1
repetition,102,7,16,0
wsls,102,7,16,1
repetition,102,7,17,0
wsls,102,7,17,0
repetition,102,7,18,0
wsls,102,7,18,1
repetition,102,7,19,0
wsls,102,7,19,1
repetition,102,7,20,0
wsls,102,7,20,0
repetition,102,7,21,0
wsls,102,7,21,1
repetition,102,7,22,0
wsls,102,7,22,0
repetition,102,7,23,0
wsls,102,7,23,0
repetition,102,7,24,0
wsls,102,7,24,1
repetition,102,7,25,0
wsls,102,7,25,0
repetition,102,7,26,0
wsls,102,7,26,0
repetition,102,7,27,0
wsls,102,7,27,1
repetition,102,7,28,0
wsls,102,7,28,1
repetition,102,7,29,0
wsls,102,7,29,1
repetition,102,7,30,0
wsls,102,7,30,1
repetition,102,7,31,0
wsls,102,7,31,0
repetition,102,7,32,0
wsls,102,7,32,0
repetition,102,7,33,0
wsls,102,7,33,1
repetition,102,7,34,0
wsls,102,7,34,0
repetition,102,7,35,0
wsls,102,7,35,0
repetition,102,7,36,0
wsls,102,7,36,0
repetition,102,7,37,0
wsls,102,7,37,1
repetition,102,7,38,0
wsls,102,7,38,1
repetition,102,7,39,0
wsls,102,7,39,1
repetition,102,7,40,0
wsls,102,7,40,1
repetition,102,7,41,0
wsls,102,7,41,1
repetition,102,7,42,0
wsls,102,7,42,1
repetition,102,7,43,0
wsls,102,7,43,1
repetition,102,7,44,0
wsls,102,7,44,1
repetition,102,7,45,0
wsls,102,7,45,0
repetition,102,7,46,0
wsls,102,7,46,0
repetition,102,7,47,0
wsls,102,7,47,1
repetition,102,7,48,0
wsls,102,7,48,1
repetition,102,7,49,0
wsls,102,7,49,1
repetition,102,7,50,0
wsls,102,7,50,0
repetition,102,7,51,0
wsls,102,7,51,0
repetition,102,7,52,0
wsls,102,7,52,0
repetition,102,7,53,0
wsls,102,7,53,1
repetition,102,7,54,0
wsls,102,7,54,1
repetition,102,7,55,0
wsls,102,7,55,0
repetition,102,7,56,0
wsls,102,7,56,0
repetition,102,7,57,0
wsls,102,7,57,0
repetition,102,7,58,0
wsls,102,7,58,1
repetition,102,7,59,0
wsls,102,7,59,1
repetition,102,7,60,0
wsls,102,7,60,0
repetition,102,7,61,0
wsls,102,7,61,1
repetition,102,7,62,0
wsls,102,7,62,1
repetition,102,7,63,0
wsls,102,7,63,1
repetition,102,7,64,0
wsls,102,7,64,0
repetition,102,7,65,1
wsls,102,7,65,1
repetition,102,7,66,1
wsls,102,7,66,0
repetition,102,7,67,1
wsls,102,7,67,0
repetition,102,7,68,1
wsls,102,7,68,1
repetition,102,7,69,1
wsls,102,7,69,1
repetition,102,7,70,1
wsls,102,7,70,1
repetition,102,7,71,1
wsls,102,7,71,1
repetition,102,7,72,1
wsls,102,7,72,0
repetition,102,7,73,1
wsls,102,7,73,0
repetition,102,7,74,1
wsls,102,7,74,0
repetition,102,7,75,1
wsls,102,7,75,1
repetition,102,7,76,1
wsls,102,7,76,1
repetition,102,7,77,1
wsls,102,7,77,1
repetition,102,7,78,1
wsls,102,7,78,0
repetition,102,7,79,1
wsls,102,7,79,1
repetition,102,7,80,1
wsls,102,7,80,0
repetition,102,7,81,1
wsls,102,7,81,1
repetition,102,7,82,1
wsls,102,7,82,0
repetition,102,7,83,1
wsls,102,7,83,0
repetition,102,7,84,1
wsls,102,7,84,1
repetition,102,7,85,1
wsls,102,7,85,1
repetition,102,7,86,1
wsls,102,7,86,1
repetition,102,7,87,1
wsls,102,7,87,0
repetition,102,7,88,1
wsls,102,7,88,0
repetition,102,7,89,1
wsls,102,7,89,1
repetition,102,7,90,1
wsls,102,7,90,0
repetition,102,7,91,1
wsls,102,7,91,1
repetition,102,7,92,1
wsls,102,7,92,1
repetition,102,7,93,1
wsls,102,7,93,0
repetition,102,7,94,1
wsls,102,7,94,1
repetition,102,7,95,1
wsls,102,7,95,1
repetition,102,7,96,1
wsls,102,7,96,1
repetition,102,7,97,1
wsls,102,7,97,1
repetition,102,7,98,1
wsls,102,7,98,1
repetition,102,7,99,1
wsls,102,7,99,1
repetition,102,7,100,1
wsls,102,7,100,0
repetition,102,7,101,1
wsls,102,7,101,1
repetition,102,7,102,1
wsls,102,7,102,1
repetition,102,7,103,1
wsls,102,7,103,1
repetition,102,7,104,1
wsls,102,7,104,0
repetition,102,7,105,1
wsls,102,7,105,0
repetition,102,7,106,1
wsls,102,7,106,0
repetition,102,7,107,1
wsls,102,7,107,0
repetition,102,7,108,1
wsls,102,7,108,0
repetition,102,7,109,1
wsls,102,7,109,0
repetition,102,7,110,1
wsls,102,7,110,1
repetition,102,7,111,1
wsls,102,7,111,1
repetition,102,7,112,1
wsls,102,7,112,0
repetition,102,7,113,1
wsls,102,7,113,1
repetition,102,7,114,1
wsls,102,7,114,0
repetition,102,7,115,1
wsls,102,7,115,1
repetition,102,7,116,1
wsls,102,7,116,1
repetition,102,7,117,1
wsls,102,7,117,0
repetition,102,7,118,1
wsls,102,7,118,1
repetition,102,7,119,1
wsls,102,7,119,0
repetition,102,7,120,1
wsls,102,7,120,0
repetition,102,7,121,1
wsls,102,7,121,0
repetition,102,7,122,1
wsls,102,7,122,1
repetition,102,7,123,1
wsls,102,7,123,1
repetition,102,7,124,1
wsls,102,7,124,0
repetition,102,7,125,1
wsls,102,7,125,0
repetition,102,7,126,1
wsls,102,7,126,0
repetition,102,7,127,1
wsls,102,7,127,1
repetition,102,7,128,1
wsls,102,7,128,0
repetition,102,7,129,1
wsls,102,7,129,1
repetition,102,7,130,1
wsls,102,7,130,0
repetition,102,7,131,1
wsls,102,7,131,1
repetition,102,7,132,1
