,Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw
560,103,1,1,20,very much,a little,low,60,3,somewhat high
561,103,1,2,3,very little,a lot,low,50,3,normal
562,103,1,3,2,very little,average,normal,40,3,somewhat low
563,103,1,4,8,a little,a lot,somewhat low,50,3,normal
564,103,1,5,9,a little,very much,low,60,3,somewhat high
565,103,1,6,10,average,very little,normal,20,3,very low
566,103,1,7,18,a lot,a lot,somewhat high,80,3,very high
567,103,1,8,15,a lot,very little,low,70,3,high
568,103,1,9,17,a lot,average,normal,70,3,high
569,103,1,10,11,average,a little,normal,50,3,normal
570,103,1,11,21,very much,average,normal,70,3,high
571,103,1,12,23,very much,very much,extremely high,90,3,extremely high
572,103,1,13,5,a little,very little,high,20,3,very low
573,103,1,14,16,a lot,a little,somewhat low,60,3,somewhat high
574,103,1,15,19,a lot,very much,high,80,3,very high
575,103,1,16,6,a little,a little,somewhat high,40,3,somewhat low
576,103,1,17,4,very little,very much,extremely low,50,3,normal
577,103,1,18,14,average,very much,normal,50,3,normal
578,103,1,19,13,average,a lot,normal,40,3,somewhat low
579,103,1,20,22,very much,a lot,high,70,3,high
580,103,1,21,7,a little,average,normal,40,3,somewhat low
581,103,1,22,1,very little,a little,high,30,3,low
582,103,1,23,12,average,average,normal,50,3,normal
583,103,2,24,8,a little,a lot,somewhat low,60,3,somewhat high
584,103,2,25,15,a lot,very little,low,30,3,low
585,103,2,26,4,very little,very much,extremely low,60,3,somewhat high
586,103,2,27,2,very little,average,normal,40,3,somewhat low
587,103,2,28,1,very little,a little,high,40,3,somewhat low
588,103,2,29,9,a little,very much,low,60,3,somewhat high
589,103,2,30,12,average,average,normal,50,3,normal
590,103,2,31,5,a little,very little,high,30,3,low
591,103,2,32,14,average,very much,normal,40,3,somewhat low
592,103,2,33,20,very much,a little,low,50,3,normal
593,103,2,34,10,average,very little,normal,50,3,normal
594,103,2,35,16,a lot,a little,somewhat low,50,3,normal
595,103,2,36,11,average,a little,normal,60,3,somewhat high
596,103,2,37,23,very much,very much,extremely high,80,3,very high
597,103,2,38,22,very much,a lot,high,80,3,very high
598,103,2,39,6,a little,a little,somewhat high,30,3,low
599,103,2,40,19,a lot,very much,high,80,3,very high
600,103,2,41,13,average,a lot,normal,50,3,normal
601,103,2,42,7,a little,average,normal,70,3,high
602,103,2,43,21,very much,average,normal,70,3,high
603,103,2,44,17,a lot,average,normal,50,3,normal
604,103,2,45,3,very little,a lot,low,60,3,somewhat high
605,103,2,46,18,a lot,a lot,somewhat high,50,3,normal
606,103,3,47,19,a lot,very much,high,80,3,very high
607,103,3,48,16,a lot,a little,somewhat low,60,3,somewhat high
608,103,3,49,10,average,very little,normal,40,3,somewhat low
609,103,3,50,17,a lot,average,normal,70,3,high
610,103,3,51,1,very little,a little,high,50,3,normal
611,103,3,52,8,a little,a lot,somewhat low,40,3,somewhat low
612,103,3,53,7,a little,average,normal,50,3,normal
613,103,3,54,12,average,average,normal,50,3,normal
614,103,3,55,20,very much,a little,low,70,3,high
615,103,3,56,18,a lot,a lot,somewhat high,90,3,extremely high
616,103,3,57,3,very little,a lot,low,30,3,low
617,103,3,58,23,very much,very much,extremely high,90,3,extremely high
618,103,3,59,15,a lot,very little,low,30,3,low
619,103,3,60,9,a little,very much,low,40,3,somewhat low
620,103,3,61,5,a little,very little,high,20,3,very low
621,103,3,62,4,very little,very much,extremely low,80,3,very high
622,103,3,63,11,average,a little,normal,40,3,somewhat low
623,103,3,64,21,very much,average,normal,70,3,high
624,103,3,65,13,average,a lot,normal,40,3,somewhat low
625,103,3,66,6,a little,a little,somewhat high,60,3,somewhat high
626,103,3,67,14,average,very much,normal,40,3,somewhat low
627,103,3,68,22,very much,a lot,high,80,3,very high
628,103,3,69,2,very little,average,normal,50,3,normal
629,103,4,70,12,average,average,normal,50,3,normal
630,103,4,71,3,very little,a lot,low,80,3,very high
631,103,4,72,19,a lot,very much,high,90,3,extremely high
632,103,4,73,17,a lot,average,normal,40,3,somewhat low
633,103,4,74,15,a lot,very little,low,50,3,normal
634,103,4,75,22,very much,a lot,high,80,3,very high
635,103,4,76,11,average,a little,normal,60,3,somewhat high
636,103,4,77,13,average,a lot,normal,50,3,normal
637,103,4,78,10,average,very little,normal,20,3,very low
638,103,4,79,20,very much,a little,low,80,3,very high
639,103,4,80,14,average,very much,normal,80,3,very high
640,103,4,81,7,a little,average,normal,30,3,low
641,103,4,82,16,a lot,a little,somewhat low,30,3,low
642,103,4,83,23,very much,very much,extremely high,90,3,extremely high
643,103,4,84,5,a little,very little,high,20,3,very low
644,103,4,85,4,very little,very much,extremely low,50,3,normal
645,103,4,86,6,a little,a little,somewhat high,40,3,somewhat low
646,103,4,87,8,a little,a lot,somewhat low,50,3,normal
647,103,4,88,9,a little,very much,low,50,3,normal
648,103,4,89,2,very little,average,normal,20,3,very low
649,103,4,90,1,very little,a little,high,40,3,somewhat low
650,103,4,91,21,very much,average,normal,50,3,normal
651,103,4,92,18,a lot,a lot,somewhat high,70,3,high
652,103,5,93,4,very little,very much,extremely low,50,3,normal
653,103,5,94,1,very little,a little,high,20,3,very low
654,103,5,95,16,a lot,a little,somewhat low,50,3,normal
655,103,5,96,10,average,very little,normal,30,3,low
656,103,5,97,14,average,very much,normal,70,3,high
657,103,5,98,21,very much,average,normal,70,3,high
658,103,5,99,11,average,a little,normal,60,3,somewhat high
659,103,5,100,22,very much,a lot,high,80,3,very high
660,103,5,101,20,very much,a little,low,30,3,low
661,103,5,102,3,very little,a lot,low,70,3,high
662,103,5,103,19,a lot,very much,high,70,3,high
663,103,5,104,18,a lot,a lot,somewhat high,80,3,very high
664,103,5,105,15,a lot,very little,low,80,3,very high
665,103,5,106,23,very much,very much,extremely high,50,3,normal
666,103,5,107,13,average,a lot,normal,60,3,somewhat high
667,103,5,108,17,a lot,average,normal,50,3,normal
668,103,5,109,6,a little,a little,somewhat high,30,3,low
669,103,5,110,7,a little,average,normal,40,3,somewhat low
670,103,5,111,9,a little,very much,low,60,3,somewhat high
671,103,5,112,5,a little,very little,high,40,3,somewhat low
672,103,5,113,8,a little,a lot,somewhat low,60,3,somewhat high
673,103,5,114,2,very little,average,normal,60,3,somewhat high
674,103,5,115,12,average,average,normal,50,3,normal
675,103,6,116,5,a little,very little,high,70,3,high
676,103,6,117,15,a lot,very little,low,40,3,somewhat low
677,103,6,118,17,a lot,average,normal,60,3,somewhat high
678,103,6,119,1,very little,a little,high,80,3,very high
679,103,6,120,23,very much,very much,extremely high,10,3,extremely low
680,103,6,121,10,average,very little,normal,50,3,normal
681,103,6,122,11,average,a little,normal,40,3,somewhat low
682,103,6,123,16,a lot,a little,somewhat low,50,3,normal
683,103,6,124,19,a lot,very much,high,70,3,high
684,103,6,125,21,very much,average,normal,50,3,normal
685,103,6,126,18,a lot,a lot,somewhat high,90,3,extremely high
686,103,6,127,9,a little,very much,low,60,3,somewhat high
687,103,6,128,3,very little,a lot,low,40,3,somewhat low
688,103,6,129,8,a little,a lot,somewhat low,50,3,normal
689,103,6,130,2,very little,average,normal,40,3,somewhat low
690,103,6,131,14,average,very much,normal,50,3,normal
691,103,6,132,7,a little,average,normal,50,3,normal
692,103,6,133,20,very much,a little,low,60,3,somewhat high
693,103,6,134,4,very little,very much,extremely low,80,3,very high
694,103,6,135,12,average,average,normal,50,3,normal
695,103,6,136,13,average,a lot,normal,40,3,somewhat low
696,103,6,137,22,very much,a lot,high,30,3,low
697,103,6,138,6,a little,a little,somewhat high,60,3,somewhat high
698,103,7,139,20,very much,a little,low,50,3,normal
699,103,7,140,15,a lot,very little,low,50,3,normal
700,103,7,141,13,average,a lot,normal,50,3,normal
701,103,7,142,9,a little,very much,low,60,3,somewhat high
702,103,7,143,7,a little,average,normal,50,3,normal
703,103,7,144,19,a lot,very much,high,40,3,somewhat low
704,103,7,145,2,very little,average,normal,60,3,somewhat high
705,103,7,146,17,a lot,average,normal,50,3,normal
706,103,7,147,22,very much,a lot,high,50,3,normal
707,103,7,148,6,a little,a little,somewhat high,30,3,low
708,103,7,149,1,very little,a little,high,60,3,somewhat high
709,103,7,150,11,average,a little,normal,50,3,normal
710,103,7,151,23,very much,very much,extremely high,90,3,extremely high
711,103,7,152,4,very little,very much,extremely low,40,3,somewhat low
712,103,7,153,16,a lot,a little,somewhat low,50,3,normal
713,103,7,154,21,very much,average,normal,80,3,very high
714,103,7,155,10,average,very little,normal,50,3,normal
715,103,7,156,14,average,very much,normal,30,3,low
716,103,7,157,3,very little,a lot,low,30,3,low
717,103,7,158,18,a lot,a lot,somewhat high,80,3,very high
718,103,7,159,12,average,average,normal,50,3,normal
719,103,7,160,8,a little,a lot,somewhat low,70,3,high
720,103,7,161,5,a little,very little,high,30,3,low
721,103,8,162,20,very much,a little,low,60,3,somewhat high
722,103,8,163,14,average,very much,normal,60,3,somewhat high
723,103,8,164,19,a lot,very much,high,80,3,very high
724,103,8,165,22,very much,a lot,high,70,3,high
725,103,8,166,8,a little,a lot,somewhat low,60,3,somewhat high
726,103,8,167,7,a little,average,normal,50,3,normal
727,103,8,168,13,average,a lot,normal,50,3,normal
728,103,8,169,6,a little,a little,somewhat high,60,3,somewhat high
729,103,8,170,10,average,very little,normal,40,3,somewhat low
730,103,8,171,21,very much,average,normal,60,3,somewhat high
731,103,8,172,16,a lot,a little,somewhat low,40,3,somewhat low
732,103,8,173,4,very little,very much,extremely low,70,3,high
733,103,8,174,12,average,average,normal,50,3,normal
734,103,8,175,1,very little,a little,high,40,3,somewhat low
735,103,8,176,17,a lot,average,normal,40,3,somewhat low
736,103,8,177,18,a lot,a lot,somewhat high,70,3,high
737,103,8,178,9,a little,very much,low,60,3,somewhat high
738,103,8,179,15,a lot,very little,low,40,3,somewhat low
739,103,8,180,3,very little,a lot,low,30,3,low
740,103,8,181,23,very much,very much,extremely high,80,3,very high
741,103,8,182,5,a little,very little,high,20,3,very low
742,103,8,183,11,average,a little,normal,40,3,somewhat low
743,103,8,184,2,very little,average,normal,50,3,normal
744,103,9,185,15,a lot,very little,low,60,3,somewhat high
745,103,9,186,9,a little,very much,low,60,3,somewhat high
746,103,9,187,3,very little,a lot,low,40,3,somewhat low
747,103,9,188,14,average,very much,normal,60,3,somewhat high
748,103,9,189,18,a lot,a lot,somewhat high,70,3,high
749,103,9,190,10,average,very little,normal,50,3,normal
750,103,9,191,4,very little,very much,extremely low,70,3,high
751,103,9,192,23,very much,very much,extremely high,90,3,extremely high
752,103,9,193,2,very little,average,normal,50,3,normal
753,103,9,194,11,average,a little,normal,50,3,normal
754,103,9,195,17,a lot,average,normal,60,3,somewhat high
755,103,9,196,5,a little,very little,high,70,3,high
756,103,9,197,7,a little,average,normal,50,3,normal
757,103,9,198,22,very much,a lot,high,20,3,very low
758,103,9,199,20,very much,a little,low,30,3,low
759,103,9,200,12,average,average,normal,50,3,normal
760,103,9,201,16,a lot,a little,somewhat low,30,3,low
761,103,9,202,1,very little,a little,high,30,3,low
762,103,9,203,19,a lot,very much,high,80,3,very high
763,103,9,204,13,average,a lot,normal,60,3,somewhat high
764,103,9,205,21,very much,average,normal,50,3,normal
765,103,9,206,6,a little,a little,somewhat high,50,3,normal
766,103,9,207,8,a little,a lot,somewhat low,70,3,high
767,103,10,208,11,average,a little,normal,50,3,normal
768,103,10,209,22,very much,a lot,high,30,3,low
769,103,10,210,4,very little,very much,extremely low,30,3,low
770,103,10,211,12,average,average,normal,50,3,normal
771,103,10,212,13,average,a lot,normal,50,3,normal
772,103,10,213,19,a lot,very much,high,80,3,very high
773,103,10,214,20,very much,a little,low,80,3,very high
774,103,10,215,8,a little,a lot,somewhat low,30,3,low
775,103,10,216,10,average,very little,normal,50,3,normal
776,103,10,217,3,very little,a lot,low,70,3,high
777,103,10,218,6,a little,a little,somewhat high,40,3,somewhat low
778,103,10,219,14,average,very much,normal,60,3,somewhat high
779,103,10,220,23,very much,very much,extremely high,20,3,very low
780,103,10,221,9,a little,very much,low,60,3,somewhat high
781,103,10,222,17,a lot,average,normal,50,3,normal
782,103,10,223,1,very little,a little,high,40,3,somewhat low
783,103,10,224,21,very much,average,normal,60,3,somewhat high
784,103,10,225,2,very little,average,normal,60,3,somewhat high
785,103,10,226,7,a little,average,normal,50,3,normal
786,103,10,227,16,a lot,a little,somewhat low,60,3,somewhat high
787,103,10,228,18,a lot,a lot,somewhat high,60,3,somewhat high
788,103,10,229,5,a little,very little,high,30,3,low
789,103,10,230,15,a lot,very little,low,30,3,low
790,103,11,1,8,a little,average,normal,50,3,normal
791,103,11,2,18,a lot,average,normal,50,3,normal
792,103,11,3,11,average,very little,normal,60,3,somewhat high
793,103,11,4,25,very much,very much,extremely high,90,3,extremely high
794,103,11,5,2,very little,a little,high,60,3,somewhat high
795,103,11,6,23,very much,average,normal,50,3,normal
796,103,11,7,22,very much,a little,low,70,3,high
797,103,11,8,9,a little,a lot,somewhat low,30,3,low
798,103,11,9,10,a little,very much,low,80,3,very high
799,103,11,10,16,a lot,very little,low,20,3,very low
800,103,11,11,17,a lot,a little,somewhat low,30,3,low
801,103,11,12,7,a little,a little,somewhat high,50,3,normal
802,103,11,13,13,average,average,normal,50,3,normal
803,103,11,14,6,a little,very little,high,70,3,high
804,103,11,15,5,very little,very much,extremely low,80,3,very high
805,103,11,16,12,average,a little,normal,50,3,normal
806,103,11,17,24,very much,a lot,high,80,3,very high
807,103,11,18,21,very much,very little,extremely low,70,3,high
808,103,11,19,3,very little,average,normal,30,3,low
809,103,11,20,14,average,a lot,normal,50,3,normal
810,103,11,21,19,a lot,a lot,somewhat high,40,3,somewhat low
811,103,11,22,20,a lot,very much,high,80,3,very high
812,103,11,23,15,average,very much,normal,50,3,normal
813,103,11,24,4,very little,a lot,low,10,3,extremely low
814,103,11,25,1,very little,very little,extremely high,70,3,high
815,103,12,26,16,a lot,very little,low,60,3,somewhat high
816,103,12,27,11,average,very little,normal,60,3,somewhat high
817,103,12,28,19,a lot,a lot,somewhat high,70,3,high
818,103,12,29,25,very much,very much,extremely high,90,3,extremely high
819,103,12,30,4,very little,a lot,low,30,3,low
820,103,12,31,3,very little,average,normal,50,3,normal
821,103,12,32,14,average,a lot,normal,50,3,normal
822,103,12,33,1,very little,very little,extremely high,30,3,low
823,103,12,34,18,a lot,average,normal,70,3,high
824,103,12,35,22,very much,a little,low,60,3,somewhat high
825,103,12,36,2,very little,a little,high,60,3,somewhat high
826,103,12,37,13,average,average,normal,50,3,normal
827,103,12,38,24,very much,a lot,high,70,3,high
828,103,12,39,12,average,a little,normal,50,3,normal
829,103,12,40,9,a little,a lot,somewhat low,40,3,somewhat low
830,103,12,41,23,very much,average,normal,70,3,high
831,103,12,42,7,a little,a little,somewhat high,70,3,high
832,103,12,43,21,very much,very little,extremely low,20,3,very low
833,103,12,44,15,average,very much,normal,70,3,high
834,103,12,45,20,a lot,very much,high,90,3,extremely high
835,103,12,46,17,a lot,a little,somewhat low,60,3,somewhat high
836,103,12,47,6,a little,very little,high,60,3,somewhat high
837,103,12,48,5,very little,very much,extremely low,30,3,low
838,103,12,49,10,a little,very much,low,50,3,normal
839,103,12,50,8,a little,average,normal,40,3,somewhat low
840,104,1,1,4,1,5,10,30,4,30
841,104,1,2,15,4,1,30,50,4,50
842,104,1,3,22,5,4,70,20,4,20
843,104,1,4,8,2,4,40,30,4,30
844,104,1,5,1,1,2,70,60,4,60
845,104,1,6,9,2,5,30,50,4,50
846,104,1,7,3,1,4,30,20,4,20
847,104,1,8,18,4,4,60,80,4,80
848,104,1,9,19,4,5,70,50,4,50
849,104,1,10,2,1,3,50,40,4,40
850,104,1,11,21,5,3,50,50,4,50
851,104,1,12,16,4,2,40,30,4,30
852,104,1,13,12,3,3,50,50,4,50
853,104,1,14,14,3,5,50,60,4,60
854,104,1,15,5,2,1,70,30,4,30
855,104,1,16,11,3,2,50,60,4,60
856,104,1,17,13,3,4,50,40,4,40
857,104,1,18,10,3,1,50,50,4,50
858,104,1,19,23,5,5,90,70,4,70
859,104,1,20,17,4,3,50,60,4,60
860,104,1,21,7,2,3,50,60,4,60
861,104,1,22,6,2,2,60,50,4,50
862,104,1,23,20,5,2,30,30,4,30
863,104,2,24,17,4,3,50,40,4,40
864,104,2,25,15,4,1,30,20,4,20
865,104,2,26,19,4,5,70,50,4,50
866,104,2,27,12,3,3,50,50,4,50
867,104,2,28,1,1,2,70,30,4,30
868,104,2,29,8,2,4,40,60,4,60
869,104,2,30,23,5,5,90,90,4,90
870,104,2,31,7,2,3,50,30,4,30
871,104,2,32,18,4,4,60,80,4,80
872,104,2,33,21,5,3,50,60,4,60
873,104,2,34,5,2,1,70,60,4,60
874,104,2,35,4,1,5,10,30,4,30
875,104,2,36,10,3,1,50,20,4,20
876,104,2,37,6,2,2,60,50,4,50
877,104,2,38,3,1,4,30,70,4,70
878,104,2,39,2,1,3,50,40,4,40
879,104,2,40,9,2,5,30,70,4,70
880,104,2,41,22,5,4,70,40,4,40
881,104,2,42,14,3,5,50,50,4,50
882,104,2,43,13,3,4,50,60,4,60
883,104,2,44,16,4,2,40,40,4,40
884,104,2,45,11,3,2,50,50,4,50
885,104,2,46,20,5,2,30,50,4,50
886,104,3,47,13,3,4,50,60,4,60
887,104,3,48,11,3,2,50,50,4,50
888,104,3,49,5,2,1,70,50,4,50
889,104,3,50,10,3,1,50,60,4,60
890,104,3,51,9,2,5,30,50,4,50
891,104,3,52,15,4,1,30,30,4,30
892,104,3,53,19,4,5,70,60,4,60
893,104,3,54,7,2,3,50,50,4,50
894,104,3,55,18,4,4,60,80,4,80
895,104,3,56,17,4,3,50,60,4,60
896,104,3,57,1,1,2,70,20,4,20
897,104,3,58,14,3,5,50,60,4,60
898,104,3,59,16,4,2,40,50,4,50
899,104,3,60,20,5,2,30,60,4,60
900,104,3,61,21,5,3,50,40,4,40
901,104,3,62,23,5,5,90,90,4,90
902,104,3,63,3,1,4,30,30,4,30
903,104,3,64,6,2,2,60,60,4,60
904,104,3,65,22,5,4,70,60,4,60
905,104,3,66,12,3,3,50,50,4,50
906,104,3,67,2,1,3,50,30,4,30
907,104,3,68,8,2,4,40,50,4,50
908,104,3,69,4,1,5,10,20,4,20
909,104,4,70,14,3,5,50,50,4,50
910,104,4,71,15,4,1,30,60,4,60
911,104,4,72,10,3,1,50,60,4,60
912,104,4,73,20,5,2,30,50,4,50
913,104,4,74,21,5,3,50,50,4,50
914,104,4,75,3,1,4,30,20,4,20
915,104,4,76,19,4,5,70,30,4,30
916,104,4,77,8,2,4,40,50,4,50
917,104,4,78,1,1,2,70,10,4,10
918,104,4,79,6,2,2,60,50,4,50
919,104,4,80,23,5,5,90,90,4,90
920,104,4,81,18,4,4,60,70,4,70
921,104,4,82,12,3,3,50,50,4,50
922,104,4,83,4,1,5,10,60,4,60
923,104,4,84,13,3,4,50,30,4,30
924,104,4,85,22,5,4,70,60,4,60
925,104,4,86,7,2,3,50,40,4,40
926,104,4,87,11,3,2,50,60,4,60
927,104,4,88,16,4,2,40,80,4,80
928,104,4,89,17,4,3,50,40,4,40
929,104,4,90,9,2,5,30,50,4,50
930,104,4,91,5,2,1,70,10,4,10
931,104,4,92,2,1,3,50,40,4,40
932,104,5,93,17,4,3,50,60,4,60
933,104,5,94,7,2,3,50,50,4,50
934,104,5,95,12,3,3,50,50,4,50
935,104,5,96,1,1,2,70,10,4,10
936,104,5,97,14,3,5,50,60,4,60
937,104,5,98,20,5,2,30,40,4,40
938,104,5,99,16,4,2,40,70,4,70
939,104,5,100,6,2,2,60,50,4,50
940,104,5,101,10,3,1,50,40,4,40
941,104,5,102,18,4,4,60,40,4,40
942,104,5,103,22,5,4,70,50,4,50
943,104,5,104,15,4,1,30,30,4,30
944,104,5,105,3,1,4,30,70,4,70
945,104,5,106,8,2,4,40,60,4,60
946,104,5,107,13,3,4,50,50,4,50
947,104,5,108,23,5,5,90,90,4,90
948,104,5,109,21,5,3,50,50,4,50
949,104,5,110,19,4,5,70,50,4,50
950,104,5,111,11,3,2,50,60,4,60
951,104,5,112,9,2,5,30,70,4,70
952,104,5,113,2,1,3,50,50,4,50
953,104,5,114,4,1,5,10,40,4,40
954,104,5,115,5,2,1,70,60,4,60
955,104,6,116,15,4,1,30,30,4,30
956,104,6,117,7,2,3,50,70,4,70
957,104,6,118,6,2,2,60,60,4,60
958,104,6,119,3,1,4,30,30,4,30
959,104,6,120,2,1,3,50,50,4,50
960,104,6,121,16,4,2,40,30,4,30
961,104,6,122,10,3,1,50,20,4,20
962,104,6,123,1,1,2,70,50,4,50
963,104,6,124,8,2,4,40,40,4,40
964,104,6,125,5,2,1,70,40,4,40
965,104,6,126,18,4,4,60,20,4,20
966,104,6,127,22,5,4,70,30,4,30
967,104,6,128,13,3,4,50,50,4,50
968,104,6,129,21,5,3,50,50,4,50
969,104,6,130,4,1,5,10,60,4,60
970,104,6,131,17,4,3,50,50,4,50
971,104,6,132,23,5,5,90,90,4,90
972,104,6,133,14,3,5,50,50,4,50
973,104,6,134,19,4,5,70,70,4,70
974,104,6,135,11,3,2,50,50,4,50
975,104,6,136,20,5,2,30,50,4,50
976,104,6,137,9,2,5,30,50,4,50
977,104,6,138,12,3,3,50,40,4,40
978,104,7,139,4,1,5,10,10,4,10
979,104,7,140,14,3,5,50,50,4,50
980,104,7,141,18,4,4,60,40,4,40
981,104,7,142,15,4,1,30,50,4,50
982,104,7,143,23,5,5,90,90,4,90
983,104,7,144,9,2,5,30,40,4,40
984,104,7,145,1,1,2,70,10,4,10
985,104,7,146,5,2,1,70,10,4,10
986,104,7,147,17,4,3,50,50,4,50
