Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw,Experiment
102,11,13,3,1,3,30,30,2,30,1
102,11,14,4,1,4,20,80,2,80,1
102,11,15,10,2,5,20,80,2,80,1
102,11,16,23,5,3,70,50,2,50,1
102,11,17,6,2,1,60,60,2,60,1
102,11,18,22,5,2,80,40,2,40,1
102,11,19,12,3,2,60,40,2,40,1
102,11,20,1,1,1,50,60,2,60,1
102,11,21,25,5,5,50,40,2,40,1
102,11,22,2,1,2,40,50,2,50,1
102,11,23,16,4,1,80,20,2,20,1
102,11,24,5,1,5,10,60,2,60,1
102,11,25,9,2,4,30,40,2,40,1
102,12,26,2,1,2,40,50,2,50,1
102,12,27,21,5,1,90,70,2,70,1
102,12,28,5,1,5,10,70,2,70,1
102,12,29,22,5,2,80,30,2,30,1
102,12,30,11,3,1,70,40,2,40,1
102,12,31,25,5,5,50,50,2,50,1
102,12,32,9,2,4,30,10,2,10,1
102,12,33,17,4,2,70,60,2,60,1
102,12,34,15,3,5,30,80,2,80,1
102,12,35,18,4,3,60,40,2,40,1
102,12,36,16,4,1,80,50,2,50,1
102,12,37,8,2,3,40,40,2,40,1
102,12,38,13,3,3,50,60,2,60,1
102,12,39,14,3,4,40,70,2,70,1
102,12,40,19,4,4,50,30,2,30,1
102,12,41,23,5,3,70,30,2,30,1
102,12,42,1,1,1,50,70,2,70,1
102,12,43,24,5,4,60,60,2,60,1
102,12,44,12,3,2,60,50,2,50,1
102,12,45,4,1,4,20,60,2,60,1
102,12,46,7,2,2,50,70,2,70,1
102,12,47,20,4,5,40,40,2,40,1
102,12,48,6,2,1,60,50,2,50,1
102,12,49,3,1,3,30,60,2,60,1
102,12,50,10,2,5,20,70,2,70,1
103,1,1,20,Very much,A little,Low,60,3,Somewhat high,1
103,1,2,3,Very little,A lot,Low,50,3,Normal,1
103,1,3,2,Very little,Average,Normal,40,3,Somewhat low,1
103,1,4,8,A little,A lot,Somewhat low,50,3,Normal,1
103,1,5,9,A little,Very much,Low,60,3,Somewhat high,1
103,1,6,10,Average,Very little,Normal,20,3,Very low,1
103,1,7,18,A lot,A lot,Somewhat high,80,3,Very high,1
103,1,8,15,A lot,Very little,Low,70,3,High,1
103,1,9,17,A lot,Average,Normal,70,3,High,1
103,1,10,11,Average,A little,Normal,50,3,Normal,1
103,1,11,21,Very much,Average,Normal,70,3,High,1
103,1,12,23,Very much,Very much,Extremely high,90,3,Extremely high,1
103,1,13,5,A little,Very little,High,20,3,Very low,1
103,1,14,16,A lot,A little,Somewhat low,60,3,Somewhat high,1
103,1,15,19,A lot,Very much,High,80,3,Very high,1
103,1,16,6,A little,A little,Somewhat high,40,3,Somewhat low,1
103,1,17,4,Very little,Very much,Extremely low,50,3,Normal,1
103,1,18,14,Average,Very much,Normal,50,3,Normal,1
103,1,19,13,Average,A lot,Normal,40,3,Somewhat low,1
103,1,20,22,Very much,A lot,High,70,3,High,1
103,1,21,7,A little,Average,Normal,40,3,Somewhat low,1
103,1,22,1,Very little,A little,High,30,3,Low,1
103,1,23,12,Average,Average,Normal,50,3,Normal,1
103,2,24,8,A little,A lot,Somewhat low,60,3,Somewhat high,1
103,2,25,15,A lot,Very little,Low,30,3,Low,1
103,2,26,4,Very little,Very much,Extremely low,60,3,Somewhat high,1
103,2,27,2,Very little,Average,Normal,40,3,Somewhat low,1
103,2,28,1,Very little,A little,High,40,3,Somewhat low,1
103,2,29,9,A little,Very much,Low,60,3,Somewhat high,1
103,2,30,12,Average,Average,Normal,50,3,Normal,1
103,2,31,5,A little,Very little,High,30,3,Low,1
103,2,32,14,Average,Very much,Normal,40,3,Somewhat low,1
103,2,33,20,Very much,A little,Low,50,3,Normal,1
103,2,34,10,Average,Very little,Normal,50,3,Normal,1
103,2,35,16,A lot,A little,Somewhat low,50,3,Normal,1
103,2,36,11,Average,A little,Normal,60,3,Somewhat high,1
103,2,37,23,Very much,Very much,Extremely high,80,3,Very high,1
103,2,38,22,Very much,A lot,High,80,3,Very high,1
103,2,39,6,A little,A little,Somewhat high,30,3,Low,1
103,2,40,19,A lot,Very much,High,80,3,Very high,1
103,2,41,13,Average,A lot,Normal,50,3,Normal,1
103,2,42,7,A little,Average,Normal,70,3,High,1
103,2,43,21,Very much,Average,Normal,70,3,High,1
103,2,44,17,A lot,Average,Normal,50,3,Normal,1
103,2,45,3,Very little,A lot,Low,60,3,Somewhat high,1
103,2,46,18,A lot,A lot,Somewhat high,50,3,Normal,1
103,3,47,19,A lot,Very much,High,80,3,Very high,1
103,3,48,16,A lot,A little,Somewhat low,60,3,Somewhat high,1
103,3,49,10,Average,Very little,Normal,40,3,Somewhat low,1
103,3,50,17,A lot,Average,Normal,70,3,High,1
103,3,51,1,Very little,A little,High,50,3,Normal,1
103,3,52,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
103,3,53,7,A little,Average,Normal,50,3,Normal,1
103,3,54,12,Average,Average,Normal,50,3,Normal,1
103,3,55,20,Very much,A little,Low,70,3,High,1
103,3,56,18,A lot,A lot,Somewhat high,90,3,Extremely high,1
103,3,57,3,Very little,A lot,Low,30,3,Low,1
103,3,58,23,Very much,Very much,Extremely high,90,3,Extremely high,1
103,3,59,15,A lot,Very little,Low,30,3,Low,1
103,3,60,9,A little,Very much,Low,40,3,Somewhat low,1
103,3,61,5,A little,Very little,High,20,3,Very low,1
103,3,62,4,Very little,Very much,Extremely low,80,3,Very high,1
103,3,63,11,Average,A little,Normal,40,3,Somewhat low,1
103,3,64,21,Very much,Average,Normal,70,3,High,1
103,3,65,13,Average,A lot,Normal,40,3,Somewhat low,1
103,3,66,6,A little,A little,Somewhat high,60,3,Somewhat high,1
103,3,67,14,Average,Very much,Normal,40,3,Somewhat low,1
103,3,68,22,Very much,A lot,High,80,3,Very high,1
103,3,69,2,Very little,Average,Normal,50,3,Normal,1
103,4,70,12,Average,Average,Normal,50,3,Normal,1
103,4,71,3,Very little,A lot,Low,80,3,Very high,1
103,4,72,19,A lot,Very much,High,90,3,Extremely high,1
103,4,73,17,A lot,Average,Normal,40,3,Somewhat low,1
103,4,74,15,A lot,Very little,Low,50,3,Normal,1
103,4,75,22,Very much,A lot,High,80,3,Very high,1
103,4,76,11,Average,A little,Normal,60,3,Somewhat high,1
103,4,77,13,Average,A lot,Normal,50,3,Normal,1
103,4,78,10,Average,Very little,Normal,20,3,Very low,1
103,4,79,20,Very much,A little,Low,80,3,Very high,1
103,4,80,14,Average,Very much,Normal,80,3,Very high,1
103,4,81,7,A little,Average,Normal,30,3,Low,1
103,4,82,16,A lot,A little,Somewhat low,30,3,Low,1
103,4,83,23,Very much,Very much,Extremely high,90,3,Extremely high,1
103,4,84,5,A little,Very little,High,20,3,Very low,1
103,4,85,4,Very little,Very much,Extremely low,50,3,Normal,1
103,4,86,6,A little,A little,Somewhat high,40,3,Somewhat low,1
103,4,87,8,A little,A lot,Somewhat low,50,3,Normal,1
103,4,88,9,A little,Very much,Low,50,3,Normal,1
103,4,89,2,Very little,Average,Normal,20,3,Very low,1
103,4,90,1,Very little,A little,High,40,3,Somewhat low,1
103,4,91,21,Very much,Average,Normal,50,3,Normal,1
103,4,92,18,A lot,A lot,Somewhat high,70,3,High,1
103,5,93,4,Very little,Very much,Extremely low,50,3,Normal,1
103,5,94,1,Very little,A little,High,20,3,Very low,1
103,5,95,16,A lot,A little,Somewhat low,50,3,Normal,1
103,5,96,10,Average,Very little,Normal,30,3,Low,1
103,5,97,14,Average,Very much,Normal,70,3,High,1
103,5,98,21,Very much,Average,Normal,70,3,High,1
103,5,99,11,Average,A little,Normal,60,3,Somewhat high,1
103,5,100,22,Very much,A lot,High,80,3,Very high,1
103,5,101,20,Very much,A little,Low,30,3,Low,1
103,5,102,3,Very little,A lot,Low,70,3,High,1
103,5,103,19,A lot,Very much,High,70,3,High,1
103,5,104,18,A lot,A lot,Somewhat high,80,3,Very high,1
103,5,105,15,A lot,Very little,Low,80,3,Very high,1
103,5,106,23,Very much,Very much,Extremely high,50,3,Normal,1
103,5,107,13,Average,A lot,Normal,60,3,Somewhat high,1
103,5,108,17,A lot,Average,Normal,50,3,Normal,1
103,5,109,6,A little,A little,Somewhat high,30,3,Low,1
103,5,110,7,A little,Average,Normal,40,3,Somewhat low,1
103,5,111,9,A little,Very much,Low,60,3,Somewhat high,1
103,5,112,5,A little,Very little,High,40,3,Somewhat low,1
103,5,113,8,A little,A lot,Somewhat low,60,3,Somewhat high,1
103,5,114,2,Very little,Average,Normal,60,3,Somewhat high,1
103,5,115,12,Average,Average,Normal,50,3,Normal,1
103,6,116,5,A little,Very little,High,70,3,High,1
103,6,117,15,A lot,Very little,Low,40,3,Somewhat low,1
103,6,118,17,A lot,Average,Normal,60,3,Somewhat high,1
103,6,119,1,Very little,A little,High,80,3,Very high,1
103,6,120,23,Very much,Very much,Extremely high,10,3,Extremely low,1
103,6,121,10,Average,Very little,Normal,50,3,Normal,1
103,6,122,11,Average,A little,Normal,40,3,Somewhat low,1
103,6,123,16,A lot,A little,Somewhat low,50,3,Normal,1
103,6,124,19,A lot,Very much,High,70,3,High,1
103,6,125,21,Very much,Average,Normal,50,3,Normal,1
103,6,126,18,A lot,A lot,Somewhat high,90,3,Extremely high,1
103,6,127,9,A little,Very much,Low,60,3,Somewhat high,1
103,6,128,3,Very little,A lot,Low,40,3,Somewhat low,1
103,6,129,8,A little,A lot,Somewhat low,50,3,Normal,1
103,6,130,2,Very little,Average,Normal,40,3,Somewhat low,1
103,6,131,14,Average,Very much,Normal,50,3,Normal,1
103,6,132,7,A little,Average,Normal,50,3,Normal,1
103,6,133,20,Very much,A little,Low,60,3,Somewhat high,1
103,6,134,4,Very little,Very much,Extremely low,80,3,Very high,1
103,6,135,12,Average,Average,Normal,50,3,Normal,1
103,6,136,13,Average,A lot,Normal,40,3,Somewhat low,1
103,6,137,22,Very much,A lot,High,30,3,Low,1
103,6,138,6,A little,A little,Somewhat high,60,3,Somewhat high,1
103,7,139,20,Very much,A little,Low,50,3,Normal,1
103,7,140,15,A lot,Very little,Low,50,3,Normal,1
103,7,141,13,Average,A lot,Normal,50,3,Normal,1
103,7,142,9,A little,Very much,Low,60,3,Somewhat high,1
103,7,143,7,A little,Average,Normal,50,3,Normal,1
103,7,144,19,A lot,Very much,High,40,3,Somewhat low,1
103,7,145,2,Very little,Average,Normal,60,3,Somewhat high,1
103,7,146,17,A lot,Average,Normal,50,3,Normal,1
103,7,147,22,Very much,A lot,High,50,3,Normal,1
103,7,148,6,A little,A little,Somewhat high,30,3,Low,1
103,7,149,1,Very little,A little,High,60,3,Somewhat high,1
103,7,150,11,Average,A little,Normal,50,3,Normal,1
103,7,151,23,Very much,Very much,Extremely high,90,3,Extremely high,1
103,7,152,4,Very little,Very much,Extremely low,40,3,Somewhat low,1
103,7,153,16,A lot,A little,Somewhat low,50,3,Normal,1
103,7,154,21,Very much,Average,Normal,80,3,Very high,1
103,7,155,10,Average,Very little,Normal,50,3,Normal,1
103,7,156,14,Average,Very much,Normal,30,3,Low,1
103,7,157,3,Very little,A lot,Low,30,3,Low,1
103,7,158,18,A lot,A lot,Somewhat high,80,3,Very high,1
103,7,159,12,Average,Average,Normal,50,3,Normal,1
103,7,160,8,A little,A lot,Somewhat low,70,3,High,1
103,7,161,5,A little,Very little,High,30,3,Low,1
103,8,162,20,Very much,A little,Low,60,3,Somewhat high,1
103,8,163,14,Average,Very much,Normal,60,3,Somewhat high,1
103,8,164,19,A lot,Very much,High,80,3,Very high,1
103,8,165,22,Very much,A lot,High,70,3,High,1
103,8,166,8,A little,A lot,Somewhat low,60,3,Somewhat high,1
103,8,167,7,A little,Average,Normal,50,3,Normal,1
103,8,168,13,Average,A lot,Normal,50,3,Normal,1
103,8,169,6,A little,A little,Somewhat high,60,3,Somewhat high,1
103,8,170,10,Average,Very little,Normal,40,3,Somewhat low,1
103,8,171,21,Very much,Average,Normal,60,3,Somewhat high,1
103,8,172,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
103,8,173,4,Very little,Very much,Extremely low,70,3,High,1
103,8,174,12,Average,Average,Normal,50,3,Normal,1
103,8,175,1,Very little,A little,High,40,3,Somewhat low,1
103,8,176,17,A lot,Average,Normal,40,3,Somewhat low,1
103,8,177,18,A lot,A lot,Somewhat high,70,3,High,1
103,8,178,9,A little,Very much,Low,60,3,Somewhat high,1
103,8,179,15,A lot,Very little,Low,40,3,Somewhat low,1
103,8,180,3,Very little,A lot,Low,30,3,Low,1
103,8,181,23,Very much,Very much,Extremely high,80,3,Very high,1
103,8,182,5,A little,Very little,High,20,3,Very low,1
103,8,183,11,Average,A little,Normal,40,3,Somewhat low,1
103,8,184,2,Very little,Average,Normal,50,3,Normal,1
103,9,185,15,A lot,Very little,Low,60,3,Somewhat high,1
103,9,186,9,A little,Very much,Low,60,3,Somewhat high,1
103,9,187,3,Very little,A lot,Low,40,3,Somewhat low,1
103,9,188,14,Average,Very much,Normal,60,3,Somewhat high,1
103,9,189,18,A lot,A lot,Somewhat high,70,3,High,1
103,9,190,10,Average,Very little,Normal,50,3,Normal,1
103,9,191,4,Very little,Very much,Extremely low,70,3,High,1
103,9,192,23,Very much,Very much,Extremely high,90,3,Extremely high,1
103,9,193,2,Very little,Average,Normal,50,3,Normal,1
103,9,194,11,Average,A little,Normal,50,3,Normal,1
103,9,195,17,A lot,Average,Normal,60,3,Somewhat high,1
103,9,196,5,A little,Very little,High,70,3,High,1
103,9,197,7,A little,Average,Normal,50,3,Normal,1
103,9,198,22,Very much,A lot,High,20,3,Very low,1
103,9,199,20,Very much,A little,Low,30,3,Low,1
103,9,200,12,Average,Average,Normal,50,3,Normal,1
103,9,201,16,A lot,A little,Somewhat low,30,3,Low,1
103,9,202,1,Very little,A little,High,30,3,Low,1
103,9,203,19,A lot,Very much,High,80,3,Very high,1
103,9,204,13,Average,A lot,Normal,60,3,Somewhat high,1
103,9,205,21,Very much,Average,Normal,50,3,Normal,1
103,9,206,6,A little,A little,Somewhat high,50,3,Normal,1
103,9,207,8,A little,A lot,Somewhat low,70,3,High,1
103,10,208,11,Average,A little,Normal,50,3,Normal,1
103,10,209,22,Very much,A lot,High,30,3,Low,1
103,10,210,4,Very little,Very much,Extremely low,30,3,Low,1
103,10,211,12,Average,Average,Normal,50,3,Normal,1
103,10,212,13,Average,A lot,Normal,50,3,Normal,1
103,10,213,19,A lot,Very much,High,80,3,Very high,1
103,10,214,20,Very much,A little,Low,80,3,Very high,1
103,10,215,8,A little,A lot,Somewhat low,30,3,Low,1
103,10,216,10,Average,Very little,Normal,50,3,Normal,1
103,10,217,3,Very little,A lot,Low,70,3,High,1
103,10,218,6,A little,A little,Somewhat high,40,3,Somewhat low,1
103,10,219,14,Average,Very much,Normal,60,3,Somewhat high,1
103,10,220,23,Very much,Very much,Extremely high,20,3,Very low,1
103,10,221,9,A little,Very much,Low,60,3,Somewhat high,1
103,10,222,17,A lot,Average,Normal,50,3,Normal,1
103,10,223,1,Very little,A little,High,40,3,Somewhat low,1
103,10,224,21,Very much,Average,Normal,60,3,Somewhat high,1
103,10,225,2,Very little,Average,Normal,60,3,Somewhat high,1
103,10,226,7,A little,Average,Normal,50,3,Normal,1
103,10,227,16,A lot,A little,Somewhat low,60,3,Somewhat high,1
103,10,228,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
103,10,229,5,A little,Very little,High,30,3,Low,1
103,10,230,15,A lot,Very little,Low,30,3,Low,1
103,11,1,8,A little,Average,Normal,50,3,Normal,1
103,11,2,18,A lot,Average,Normal,50,3,Normal,1
103,11,3,11,Average,Very little,Normal,60,3,Somewhat high,1
103,11,4,25,Very much,Very much,Extremely high,90,3,Extremely high,1
103,11,5,2,Very little,A little,High,60,3,Somewhat high,1
103,11,6,23,Very much,Average,Normal,50,3,Normal,1
103,11,7,22,Very much,A little,Low,70,3,High,1
103,11,8,9,A little,A lot,Somewhat low,30,3,Low,1
103,11,9,10,A little,Very much,Low,80,3,Very high,1
103,11,10,16,A lot,Very little,Low,20,3,Very low,1
103,11,11,17,A lot,A little,Somewhat low,30,3,Low,1
103,11,12,7,A little,A little,Somewhat high,50,3,Normal,1
103,11,13,13,Average,Average,Normal,50,3,Normal,1
103,11,14,6,A little,Very little,High,70,3,High,1
103,11,15,5,Very little,Very much,Extremely low,80,3,Very high,1
103,11,16,12,Average,A little,Normal,50,3,Normal,1
103,11,17,24,Very much,A lot,High,80,3,Very high,1
103,11,18,21,Very much,Very little,Extremely low,70,3,High,1
103,11,19,3,Very little,Average,Normal,30,3,Low,1
103,11,20,14,Average,A lot,Normal,50,3,Normal,1
103,11,21,19,A lot,A lot,Somewhat high,40,3,Somewhat low,1
103,11,22,20,A lot,Very much,High,80,3,Very high,1
103,11,23,15,Average,Very much,Normal,50,3,Normal,1
103,11,24,4,Very little,A lot,Low,10,3,Extremely low,1
103,11,25,1,Very little,Very little,Extremely high,70,3,High,1
103,12,26,16,A lot,Very little,Low,60,3,Somewhat high,1
103,12,27,11,Average,Very little,Normal,60,3,Somewhat high,1
103,12,28,19,A lot,A lot,Somewhat high,70,3,High,1
103,12,29,25,Very much,Very much,Extremely high,90,3,Extremely high,1
103,12,30,4,Very little,A lot,Low,30,3,Low,1
103,12,31,3,Very little,Average,Normal,50,3,Normal,1
103,12,32,14,Average,A lot,Normal,50,3,Normal,1
103,12,33,1,Very little,Very little,Extremely high,30,3,Low,1
103,12,34,18,A lot,Average,Normal,70,3,High,1
103,12,35,22,Very much,A little,Low,60,3,Somewhat high,1
103,12,36,2,Very little,A little,High,60,3,Somewhat high,1
103,12,37,13,Average,Average,Normal,50,3,Normal,1
103,12,38,24,Very much,A lot,High,70,3,High,1
103,12,39,12,Average,A little,Normal,50,3,Normal,1
103,12,40,9,A little,A lot,Somewhat low,40,3,Somewhat low,1
103,12,41,23,Very much,Average,Normal,70,3,High,1
103,12,42,7,A little,A little,Somewhat high,70,3,High,1
103,12,43,21,Very much,Very little,Extremely low,20,3,Very low,1
103,12,44,15,Average,Very much,Normal,70,3,High,1
103,12,45,20,A lot,Very much,High,90,3,Extremely high,1
103,12,46,17,A lot,A little,Somewhat low,60,3,Somewhat high,1
103,12,47,6,A little,Very little,High,60,3,Somewhat high,1
103,12,48,5,Very little,Very much,Extremely low,30,3,Low,1
103,12,49,10,A little,Very much,Low,50,3,Normal,1
103,12,50,8,A little,Average,Normal,40,3,Somewhat low,1
104,1,1,4,1,5,10,30,4,30,1
104,1,2,15,4,1,30,50,4,50,1
104,1,3,22,5,4,70,20,4,20,1
104,1,4,8,2,4,40,30,4,30,1
104,1,5,1,1,2,70,60,4,60,1
104,1,6,9,2,5,30,50,4,50,1
104,1,7,3,1,4,30,20,4,20,1
104,1,8,18,4,4,60,80,4,80,1
104,1,9,19,4,5,70,50,4,50,1
104,1,10,2,1,3,50,40,4,40,1
104,1,11,21,5,3,50,50,4,50,1
104,1,12,16,4,2,40,30,4,30,1
104,1,13,12,3,3,50,50,4,50,1
104,1,14,14,3,5,50,60,4,60,1
104,1,15,5,2,1,70,30,4,30,1
104,1,16,11,3,2,50,60,4,60,1
104,1,17,13,3,4,50,40,4,40,1
104,1,18,10,3,1,50,50,4,50,1
104,1,19,23,5,5,90,70,4,70,1
104,1,20,17,4,3,50,60,4,60,1
104,1,21,7,2,3,50,60,4,60,1
104,1,22,6,2,2,60,50,4,50,1
104,1,23,20,5,2,30,30,4,30,1
104,2,24,17,4,3,50,40,4,40,1
104,2,25,15,4,1,30,20,4,20,1
104,2,26,19,4,5,70,50,4,50,1
104,2,27,12,3,3,50,50,4,50,1
104,2,28,1,1,2,70,30,4,30,1
104,2,29,8,2,4,40,60,4,60,1
104,2,30,23,5,5,90,90,4,90,1
104,2,31,7,2,3,50,30,4,30,1
104,2,32,18,4,4,60,80,4,80,1
104,2,33,21,5,3,50,60,4,60,1
104,2,34,5,2,1,70,60,4,60,1
104,2,35,4,1,5,10,30,4,30,1
104,2,36,10,3,1,50,20,4,20,1
104,2,37,6,2,2,60,50,4,50,1
104,2,38,3,1,4,30,70,4,70,1
104,2,39,2,1,3,50,40,4,40,1
104,2,40,9,2,5,30,70,4,70,1
104,2,41,22,5,4,70,40,4,40,1
104,2,42,14,3,5,50,50,4,50,1
104,2,43,13,3,4,50,60,4,60,1
104,2,44,16,4,2,40,40,4,40,1
104,2,45,11,3,2,50,50,4,50,1
104,2,46,20,5,2,30,50,4,50,1
104,3,47,13,3,4,50,60,4,60,1
104,3,48,11,3,2,50,50,4,50,1
104,3,49,5,2,1,70,50,4,50,1
104,3,50,10,3,1,50,60,4,60,1
104,3,51,9,2,5,30,50,4,50,1
104,3,52,15,4,1,30,30,4,30,1
104,3,53,19,4,5,70,60,4,60,1
104,3,54,7,2,3,50,50,4,50,1
104,3,55,18,4,4,60,80,4,80,1
104,3,56,17,4,3,50,60,4,60,1
104,3,57,1,1,2,70,20,4,20,1
104,3,58,14,3,5,50,60,4,60,1
104,3,59,16,4,2,40,50,4,50,1
104,3,60,20,5,2,30,60,4,60,1
104,3,61,21,5,3,50,40,4,40,1
104,3,62,23,5,5,90,90,4,90,1
104,3,63,3,1,4,30,30,4,30,1
104,3,64,6,2,2,60,60,4,60,1
104,3,65,22,5,4,70,60,4,60,1
104,3,66,12,3,3,50,50,4,50,1
104,3,67,2,1,3,50,30,4,30,1
104,3,68,8,2,4,40,50,4,50,1
104,3,69,4,1,5,10,20,4,20,1
104,4,70,14,3,5,50,50,4,50,1
104,4,71,15,4,1,30,60,4,60,1
104,4,72,10,3,1,50,60,4,60,1
104,4,73,20,5,2,30,50,4,50,1
104,4,74,21,5,3,50,50,4,50,1
104,4,75,3,1,4,30,20,4,20,1
104,4,76,19,4,5,70,30,4,30,1
104,4,77,8,2,4,40,50,4,50,1
104,4,78,1,1,2,70,10,4,10,1
104,4,79,6,2,2,60,50,4,50,1
104,4,80,23,5,5,90,90,4,90,1
104,4,81,18,4,4,60,70,4,70,1
104,4,82,12,3,3,50,50,4,50,1
104,4,83,4,1,5,10,60,4,60,1
104,4,84,13,3,4,50,30,4,30,1
104,4,85,22,5,4,70,60,4,60,1
104,4,86,7,2,3,50,40,4,40,1
104,4,87,11,3,2,50,60,4,60,1
104,4,88,16,4,2,40,80,4,80,1
104,4,89,17,4,3,50,40,4,40,1
104,4,90,9,2,5,30,50,4,50,1
104,4,91,5,2,1,70,10,4,10,1
104,4,92,2,1,3,50,40,4,40,1
104,5,93,17,4,3,50,60,4,60,1
104,5,94,7,2,3,50,50,4,50,1
104,5,95,12,3,3,50,50,4,50,1
104,5,96,1,1,2,70,10,4,10,1
104,5,97,14,3,5,50,60,4,60,1
104,5,98,20,5,2,30,40,4,40,1
104,5,99,16,4,2,40,70,4,70,1
104,5,100,6,2,2,60,50,4,50,1
104,5,101,10,3,1,50,40,4,40,1
104,5,102,18,4,4,60,40,4,40,1
104,5,103,22,5,4,70,50,4,50,1
104,5,104,15,4,1,30,30,4,30,1
104,5,105,3,1,4,30,70,4,70,1
104,5,106,8,2,4,40,60,4,60,1
104,5,107,13,3,4,50,50,4,50,1
104,5,108,23,5,5,90,90,4,90,1
104,5,109,21,5,3,50,50,4,50,1
104,5,110,19,4,5,70,50,4,50,1
104,5,111,11,3,2,50,60,4,60,1
104,5,112,9,2,5,30,70,4,70,1
104,5,113,2,1,3,50,50,4,50,1
104,5,114,4,1,5,10,40,4,40,1
104,5,115,5,2,1,70,60,4,60,1
104,6,116,15,4,1,30,30,4,30,1
104,6,117,7,2,3,50,70,4,70,1
104,6,118,6,2,2,60,60,4,60,1
104,6,119,3,1,4,30,30,4,30,1
104,6,120,2,1,3,50,50,4,50,1
104,6,121,16,4,2,40,30,4,30,1
104,6,122,10,3,1,50,20,4,20,1
104,6,123,1,1,2,70,50,4,50,1
104,6,124,8,2,4,40,40,4,40,1
104,6,125,5,2,1,70,40,4,40,1
104,6,126,18,4,4,60,20,4,20,1
104,6,127,22,5,4,70,30,4,30,1
104,6,128,13,3,4,50,50,4,50,1
104,6,129,21,5,3,50,50,4,50,1
104,6,130,4,1,5,10,60,4,60,1
104,6,131,17,4,3,50,50,4,50,1
104,6,132,23,5,5,90,90,4,90,1
104,6,133,14,3,5,50,50,4,50,1
104,6,134,19,4,5,70,70,4,70,1
104,6,135,11,3,2,50,50,4,50,1
104,6,136,20,5,2,30,50,4,50,1
104,6,137,9,2,5,30,50,4,50,1
104,6,138,12,3,3,50,40,4,40,1
104,7,139,4,1,5,10,10,4,10,1
104,7,140,14,3,5,50,50,4,50,1
104,7,141,18,4,4,60,40,4,40,1
104,7,142,15,4,1,30,50,4,50,1
104,7,143,23,5,5,90,90,4,90,1
104,7,144,9,2,5,30,40,4,40,1
104,7,145,1,1,2,70,10,4,10,1
104,7,146,5,2,1,70,10,4,10,1
104,7,147,17,4,3,50,50,4,50,1
104,7,148,20,5,2,30,70,4,70,1
104,7,149,10,3,1,50,40,4,40,1
104,7,150,19,4,5,70,50,4,50,1
104,7,151,22,5,4,70,60,4,60,1
104,7,152,16,4,2,40,50,4,50,1
104,7,153,3,1,4,30,10,4,10,1
104,7,154,21,5,3,50,70,4,70,1
104,7,155,6,2,2,60,40,4,40,1
104,7,156,12,3,3,50,50,4,50,1
104,7,157,8,2,4,40,50,4,50,1
104,7,158,7,2,3,50,40,4,40,1
104,7,159,2,1,3,50,30,4,30,1
104,7,160,13,3,4,50,40,4,40,1
104,7,161,11,3,2,50,60,4,60,1
104,8,162,12,3,3,50,50,4,50,1
104,8,163,8,2,4,40,70,4,70,1
104,8,164,4,1,5,10,10,4,10,1
104,8,165,16,4,2,40,40,4,40,1
104,8,166,11,3,2,50,50,4,50,1
104,8,167,23,5,5,90,90,4,90,1
104,8,168,21,5,3,50,70,4,70,1
104,8,169,17,4,3,50,40,4,40,1
104,8,170,14,3,5,50,50,4,50,1
104,8,171,19,4,5,70,50,4,50,1
104,8,172,6,2,2,60,50,4,50,1
104,8,173,18,4,4,60,80,4,80,1
104,8,174,13,3,4,50,50,4,50,1
104,8,175,15,4,1,30,40,4,40,1
104,8,176,1,1,2,70,10,4,10,1
104,8,177,9,2,5,30,50,4,50,1
104,8,178,10,3,1,50,30,4,30,1
104,8,179,5,2,1,70,50,4,50,1
104,8,180,7,2,3,50,60,4,60,1
104,8,181,22,5,4,70,70,4,70,1
104,8,182,3,1,4,30,70,4,70,1
104,8,183,2,1,3,50,50,4,50,1
104,8,184,20,5,2,30,40,4,40,1
104,9,185,6,2,2,60,50,4,50,1
104,9,186,15,4,1,30,40,4,40,1
104,9,187,7,2,3,50,50,4,50,1
104,9,188,17,4,3,50,60,4,60,1
104,9,189,10,3,1,50,50,4,50,1
104,9,190,19,4,5,70,50,4,50,1
104,9,191,22,5,4,70,70,4,70,1
104,9,192,18,4,4,60,70,4,70,1
104,9,193,21,5,3,50,50,4,50,1
104,9,194,4,1,5,10,10,4,10,1
104,9,195,3,1,4,30,40,4,40,1
104,9,196,11,3,2,50,50,4,50,1
104,9,197,13,3,4,50,50,4,50,1
104,9,198,16,4,2,40,50,4,50,1
104,9,199,23,5,5,90,90,4,90,1
104,9,200,9,2,5,30,50,4,50,1
104,9,201,8,2,4,40,40,4,40,1
104,9,202,14,3,5,50,50,4,50,1
104,9,203,12,3,3,50,60,4,60,1
104,9,204,1,1,2,70,70,4,70,1
104,9,205,20,5,2,30,50,4,50,1
104,9,206,5,2,1,70,70,4,70,1
104,9,207,2,1,3,50,30,4,30,1
104,10,208,10,3,1,50,50,4,50,1
104,10,209,3,1,4,30,40,4,40,1
